Sr No,Date,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,Remarks
2213,05-11-15,Bobble,Selfie Mobile App,,New Delhi,SAIF Partners & others,Private Equity,0,Series A
2214,06-11-15,RepUp,Online Reputation Management Platform,,Gurgaon,Indian Angel Network,Seed Funding,0,
2215,06-11-15,Satvacart,Online Grocery platform,,Gurgaon,Undisclosed HNIs,Private Equity,1800000,Pre-Series A Bridge
2216,06-11-15,POPxo.com,Online content platform for women,,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,2000000,Series A
2217,06-11-15,SparesHub,Online Vehicle Spare Parts etailer,,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,460000,Pre-Series A
2218,06-11-15,Explara,Event Ticketing platform,,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,490000,Pre-Series A
2219,06-11-15,Soothe Healthcare,affordable Personal Healthcare Products,,Noida,Saina Nehwal,Seed Funding,0,2nd seed funding
2220,06-11-15,Yuvi Hospitality,Premium dining Lounges & restaurants,,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,15000000,Series A
2221,09-11-15,AppVirality,Mobile Growth Hacking\\nPlatform,,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,500000,Pre-Series A
2222,09-11-15,iStar Skill Development,Skill Training Startup,,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,1500000,Series A
2223,09-11-15,BigStylist.com,Beauty and Wellness Marketplace,,Mumbai,Info Edge,Private Equity,1000000,Pre-Series A
2224,09-11-15,Zilingo,Marketplace App for Bangkok,,Bangalore/ Bangkok,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,1900000,Series A
2225,09-11-15,Didi,On-demand Maids Service Provider,,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,150000,
2226,09-11-15,Skoov.com,eCommerce Product Search Engine,,Mumbai,undisclosed investor,Seed Funding,150000,
2227,10-11-15,Chefs Basket,Ready to cook packaged Foods,,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,6000000,Series A
2228,11-11-15,Gingercrush,Product Customization Platform,,Vadodara,TV Mohandas Pai\\xe2\\x80\\x99s family office,Seed Funding,0,
2229,11-11-15,Delight Foods,Branded Food products online sales,,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,600000,Series A
2230,11-11-15,6Degree,Talent platform for Fashion professionals,,Goa/Hyderabad,"Centre For Incubation & Business Acceleration (CIBA), Goa",Seed Funding,0,
2231,11-11-15,RenewBuy,Auto Insurance Online platform,,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,500000,
2232,11-11-15,Grab,Hyperlocal Logistics Service Provider,,Mumbai,Sixth Sense Ventures,Seed Funding,0,
2233,12-11-15,Hitwicket,Cricket Management Mobile Game,,Hyderabad,Chennai Angels,Seed Funding,250000,
2234,13-11-15,Flashdoor,On Demand Laundry Service platform,,Bangalore,"Sujeet Kumar, Ankit Nagori, Traxcn Labs",Seed Funding,0,
2235,16-11-15,Cashkaro.com,Ecommerce Discount & Cashback coupons platform,,Gurgaon,Kalaari Capital,Private Equity,3700000,Series A
2236,16-11-15,Absentia,Virtual Reality Headset creator,,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,180000,
2237,16-11-15,Renowala,Home Improvement Service platform,,Hyderabad,Logtally,Seed Funding,0,
2238,16-11-15,TaskBucks,mobile-only tasks marketplace,,New Delhi,Times Internet,Private Equity,15000000,Strategic Investment
2239,17-11-15,CraftsVilla,Women Ethnic Wear\\xc2\\xa0 Online Marketplace,,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,34000000,Series C
2240,17-11-15,Julia Computing,Numerical Computing & Data Science Platform,,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,600000,
2241,17-11-15,StyleTag,Designer fashion Jewellery Marketplace,,Bangalore,Jitu Virwani,Seed Funding,7500000,
2242,17-11-15,Smytten,Online Products Discovery Platform,,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,200000,
2243,17-11-15,BiBox,Kids Tool kit for Innovation platform,,Bangalore,Ravi Krishnamurthy,Seed Funding,530000,
2244,17-11-15,Convegenius,Mobile Learning Solutions,,Noida / Singapore,Enablers platform,Seed Funding,300000,
2245,18-11-15,Ola,Car Aggregator & Retail Mobile App,,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,500000000,Series F ( More Details Here)
2246,18-11-15,Goodbox,conversational commerce mobile app,,Bangalore,Nexus Venture Partners,Private Equity,2500000,Series A
2247,18-11-15,ScoopWhoop,Viral Content web Platform,,New Delhi,Kalaari Capital,Private Equity,4000000,Series A
2248,18-11-15,Hipship,Express local delivery platform,,Bangalore,"Inara Capital , Rishi Khiani",Seed Funding,0,
2249,18-11-15,Pickrr,On-Demand Local Logistics provider,,New Delhi,Palaash Ventures,Seed Funding,0,
2250,18-11-15,Truelancer,Curated Freelancer Marketplace,,New Delhi,"Blackstone Valley Group, Raghu Vohra, Aditya Dev Sood, Kamal Bansal",Seed Funding,0,
2251,19-11-15,AHA Taxis,Online Taxi Rental Platform,,Noida,ah! Ventures,Seed Funding,0,
2252,19-11-15,UrbanClap,Mobile Services Marketplace,,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,25000000,Series B
2253,19-11-15,SenseGiz,Smartwatch Maker,,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,500000,
2254,19-11-15,PlaceofOrigin,Online Gourmet Food Marketplace,,Bangalore,"S.D. Shibulal, Kris Gopalakrishnan, Srinath Batni, Professor Tarun Khanna,\\xc2\\xa0 Ganapathy Venugopal.",Seed Funding,0,
2255,19-11-15,Fourseven,Online Jewellery etailer,,New Delhi,Indian Angel Network,Seed Funding,455000,
2256,20-11-15,MindTickle,Sales & Productivity Software,,Pune / US,New Enterprise Associates,Private Equity,12500000,Series A
2257,20-11-15,Shopsense,ecommerce related software product platform,,Mumbai,"Kae Capital, Kunal Bahl, Rohit Bansal",Seed Funding,0,Pre-Series A
2258,20-11-15,Medinfi,Health-Tech platform,,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,305000,
2259,20-11-15,OUWT,Nightlife Discovery Mobile App,,Mumbai,Undisclosed investors,Seed Funding,150000,
2260,20-11-15,HeyPillow,Online Real Estate Marketplace,,Bangalore,Hampton Capital,Private Equity,3000000,Series A
2261,21-11-15,Healers At Home,"Home Healthcare Services platform,",,New Delhi,"Daljit Singh, Dr. Pramath Raj Sinha, BVR Mohan Reddy",Seed Funding,0,
2262,21-11-15,Caravan Craft,Indian Ethnic Crafts Etailer,,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,1200000,Series A
2263,21-11-15,Talkoot,Social platform for traders and investors,,Bangalore,Undisclosed investors,Seed Funding,100000,
2264,23-11-15,RentoMojo,"Online Furniture, Home Appliances Rental Platform",,Bangalore,"IDG Ventures India,\\xc2\\xa0 Accel Partners India",Private Equity,2000000,Series A
2265,23-11-15,Medikoe,Healthcare Services Discovery platform,,Bangalore,Anil Menon,Seed Funding,100000,
2266,24-11-15,Stylofie,Health and Beauty Services Marketplace,,Gurgaon,Swastika,Seed Funding,250000,
2267,24-11-15,ServX,Automotive Services platform,,New Delhi,Manish Gupta,Seed Funding,0,
2268,24-11-15,Naaptol,Online and TV Shopping Marketplace,,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,52000000,Late Stage
2269,24-11-15,Crayon Data,Big Data Analytics Platform,,Chennai/ Singapore,Ratan Tata,Private Equity,0,
2270,25-11-15,EarlySalary.com,Mobile App based Loan disbursement platform,,Mumbai,Ashok Agarwal,Seed Funding,1500000,
2271,25-11-15,Tooler,On Demand Laundry Services App,,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,110000,
2272,25-11-15,S Chand,Education Content Provider,,New Delhi,IFC Everstone Group,Private Equity,27000000,
2273,26-11-15,Stelae,Content Management Software Solutions,,Chennai,Earlsfield Capital,Private Equity,0,Pre-Series A
2274,26-11-15,GoQii,Fitness Tracking Management Solutions,,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,13400000,Series B
2275,26-11-15,Grofers,Hyper-local Grocery Delivery platform,,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,120000000,Late Stage
2276,26-11-15,Pluss,Hyperlocal healthcare product Delivery Service provider,,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,1000000,Pre-Series A
2277,26-11-15,KountMoney,Online Lending Marketplace,,Bangalore,"Tracxn, Ashish Goenka & Others",Seed Funding,0,
2278,27-11-15,StayGlad,On Demand Beauty Services Platform,,Bangalore,"Bessemer Venture Partners, Anil Chopra",Private Equity,0,Series A
2279,27-11-15,JustRide,Self Driven Rental Car Platform,,Mumbai,,Private Equity,2000000,Pre-Series A bridge round
2280,27-11-15,Fastudent,Education Content etailer,,Noida,Ashish Gupta,Seed Funding,0,
2281,27-11-15,LearnOn,Clud based Learning platform,,Chennai,JMR Infotech India Pvt Ltd,Seed Funding,0,
2282,27-11-15,Talentrack,Talent Exchange & Talent Services Marketplace,,New Delhi,Unigrowth Inc,Seed Funding,0,
2283,28-11-15,M-TAXI,Two-Wheeler Taxi Service,,Gurgaon,"Mandeep Singh, Jairaj Singh",Seed Funding,0,
2284,30-11-15,Baxi,Two-Wheeler Taxi Service,,Gurgaon,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed Funding,1450000,
2285,30-11-15,Superhero Brands,character merchandize sales platform,,Mumbai,DSG Consumer Partners,Seed Funding,540000,
2286,30-11-15,MoMagic,Mobile Application Developer,,New Delhi,FIH Mobile Ltd,Private Equity,0,Strategic Investment
2287,30-11-15,QikPod,Ecommerce Delivery locker services,,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,9000000,Series A
2288,30-11-15,Butterfly Interactive,extra curricular activities marketplace app,,New Delhi,Undisclosed investors,Seed Funding,0,
2289,30-11-15,Bro4U,Hyperlocal Online Home services provider,,Bangalore,Sargod Ventures,Seed Funding,0,
2290,01-10-15,Indifi,Easy Business Loans platform,,Gurgaon,"Accel Partners, Elevar Equity, Pramod Bhasin, Rajan Anandan, Gaurav Dalmia, Abhishek Goyal, Gagan Hasteer , Arun Tadanki",Seed Funding,0,
2291,01-10-15,Wydr,Performance based Wholesale Marketplace,,New Delhi,Sandeep Aggarwal,Seed Funding,0,
2292,01-10-15,EasyFix,Professional Services Marketplace,,Gurgaon,Axilor Ventures,Seed Funding,0,
2293,01-10-15,Muvizz,Movie-on-demand platform,,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,350000,
2294,01-10-15,Abhibus,us ticketing and fleet management platform,,Hyderabad,Paytm (One97 communications),Private Equity,0,Strategic Investment
2295,01-10-15,Cleartax,Online Income Tax Filing platform,,New Delhi,Paytm (One97 communications),Private Equity,0,
2296,02-10-15,Shopalyst,Product discovery & recommendation platform,,Bangalore,Kalaari Capital,Private Equity,2000000,Series A
2297,03-10-15,Chillr,Mobile Payments App,,Mumbai,Sequoia Capital,Private Equity,6000000,Series A
2298,05-10-15,Nykaa,Beauty & Wellness Products e-tailer,,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,9500000,Series B
2299,05-10-15,Voylla,Fashion jewelry and accessories e-tailer,,Jaipur,Peepul Capital,Private Equity,15000000,Series B
2300,05-10-15,IndiaLends,Online Consumer Lending platform,,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,1000000,Pre-Series A Bridge round
2301,05-10-15,Rock N Shop,Premium Apparel shopping portal,,New Delhi,High Networth Individuals (undisclosed),Seed Funding,150000,
2302,06-10-15,DocPlexus,Exclusive Platform for Doctors & Healthcare professionals,,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,700000,
2303,06-10-15,WorkIndia,Job Board,,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,500000,Pre-Series A
2304,06-10-15,SportzVillage,Sports Management & Physical Education Business,,Bangalore,Gaja Capital Private Equity Fund,Private Equity,10000000,Series B
2305,06-10-15,SportyBeans,multi-sport program for preschoolers,,Pune,YouWeCan Ventures,Seed Funding,0,
2306,06-10-15,Burger Singh,QSR & Online delivery portal,,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,500000,Bridge Round
2307,06-10-15,Welcome Cure,Online Homeopathy Clinic,,Mumbai,Unnamed Media house and HNIs,Private Equity,6000000,Pre-Series A
2308,07-10-15,SchoolGuru,E-Learning Service Provider,,Mumbai,High Networth Individuals from India & USA,Private Equity,3000000,Series A
2309,07-10-15,Naturally Yours,Organic Food etailer,,Mumbai,Sanjay Mehta,Seed Funding,0,
2310,07-10-15,GoJavas,Delivery & Logistics Service provider,,Gurgaon,Snapdeal,Private Equity,20000000,Strategic Funding (Series C)
2311,07-10-15,Scandid,Product Discovery & comparison App,,Pune,Micromax Informatics,Private Equity,0,Strategic Funding
2312,07-10-15,StalkBuyLove,Online Apparels Fashion brand,,New Delhi,"Mato Peric, Peter Kabel & others",Private Equity,0,Series A
2313,08-10-15,ZuperMeal,Home Cooked Food marketplace & Delivery,,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,2000000,Series A
2314,08-10-15,Cube26,Gesture based Mobile Development,,New Delhi,"Tiger Global Management, Flipkart",Private Equity,7700000,Series A
2315,08-10-15,Mobikon,Hotel Mobile CRM Software platform,,Pune / Singapore,"Life.SREDA, Qualgro",Private Equity,0,Series B
2316,08-10-15,Grabhouse,Rental Accommodation Search platform,,Bangalore,Sequoia and Kalaari Capital.,Private Equity,10000000,Series B
2317,08-10-15,Quifers,Logistics Tech Platform,,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,310000,
2318,09-10-15,Stockroom.io,Developer Portfolio Showcase platform,,Hyderabad,Undisclosed Investors,Seed Funding,70000,
2319,09-10-15,Curofy,Doctors Network Mobile App,,New Delhi,RoundGlass Partners,Private Equity,0,Pre-Series A
2320,09-10-15,Cloud Lending,End-to-End Lending platform,,Bangalore / San Mateo,SF Capital Group,Private Equity,8000000,Series A
2321,09-10-15,Inayo,on-demand healthcare marketplace,,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,300000,
2322,09-10-15,WoNoBo,360-degree view creating platform,,Bangalore,Quikr,Private Equity,0,Strategic Funding
2323,09-10-15,Kulzy,Advertising & Marketing Community Networking platform,,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,1000000,
2324,09-10-15,Zeppery,Food Ordering & Delivery App,,New Delhi,Suyash Sharma,Seed Funding,77000,
2325,12-10-15,Zify,Ride Sharing platform,,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,190000,
2326,12-10-15,Faircent,Online P2P lending marketplace,,Gurgaon,Aarin Capital Partners,Private Equity,0,Series A
2327,12-10-15,Bizongo,B2B marketplace for industrial goods,,Mumbai,Accel Partners,Seed Funding,0,
2328,12-10-15,Gridle,Cloud Based Collaboration platform,,Ahmedabad,LetsVenture,Seed Funding,100000,
2329,12-10-15,Tripoto,global community for travellers,,New Delhi,"500 Startups, IDG Ventures & Advantedge fund, Neeraj Arora, Leon Seynave",Private Equity,0,Series A
2330,12-10-15,Mubble,Prepaid Bill manager App,,Bangalore,Accel Partners,Private Equity,0,Series A
2331,13-10-15,Voodoo,Mobile Only Shopping Assistant,,New Delhi,SAIF Partners,Seed Funding,1000000,
2332,13-10-15,Lookup,Mobile Messaging Assistant App,,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,2500000,Series A
2333,14-10-15,AskMyGift,Personalized Wish List creator app,,Noida,Turning Ideas,Seed Funding,50000,
2334,14-10-15,Gaana.com,Music Streaming mobile app,,Mumbai,Micromax Informatics Ltd,Private Equity,0,Strategic Funding
2335,14-10-15,Zappfresh,Raw Meat & Ready to eat food etailer,,Gurgaon,Undisclosed Investors,Seed Funding,77000,
2336,14-10-15,GymTrekker,Gym Discovery platform,,Mumbai,"Dewang Neralla,Roopak Taneja, Manisha Gupta",Seed Funding,0,
2337,15-10-15,Bounty App,Online Purchase rewards app,,Bangalore,"Fireside Ventures, Mumbai Angels MAPE Advisory Group.",Seed Funding,0,
2338,16-10-15,Homers.in,Home rental platform,,Gurgaon,"Devesh Rai G, Rajesh Aggarwal, Amitpal Bhutani",Seed Funding,0,
2339,16-10-15,mShipper,Crowdsourced Delivery platform,,New Delhi,Vijai Laxmi,Seed Funding,0,
2340,16-10-15,BolRealty,Real Estate Insights platform,,New Delhi,Manpreet Singh,Seed Funding,0,
2341,17-10-15,S-Cube Futuretech,Structural & Civil Engg Service Automation,,Mumbai,Parampara Capital,Private Equity,1000000,Series A
2342,19-10-15,LetsVenture,Startup Funding Marketplace,,Bangalore,"Accel Partners, Anupam Mittal & other marquee investors",Private Equity,0,Series A
2343,19-10-15,Citrus Payment,Payments Solution platform,,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,25000000,Series C
2344,19-10-15,Holidify,Travel Destination Discovery platform,,New Delhi,Aarti Group,Seed Funding,100000,
2345,20-10-15,PrimaSeller,Order Fulfillment SAAS platform,,Bangalore,"Dr. Aniruddha Malpani Manish Gupta, M&S Partners & others",Seed Funding,0,
2346,20-10-15,Opinio,Last Mile Delivery Service,,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,7000000,Series A
2347,20-10-15,Attune Technologies,Healthcare IT Solutions & services,,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,10000000,Series B
2348,20-10-15,iChef.in,Gourmet Meals Delivery,,Mumbai,Springboard Ventures,Private Equity,0,
2349,21-10-15,Jiyo Natural,Healthy Meals Food delivery platform,,Bangalore,Indian Angel Network,Seed Funding,0,
2350,21-10-15,AgentDesks,Real Estate Mobile CRM,,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,2950000,
2351,21-10-15,White Owl Brewery,Micro-Brewery,,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,1530000,Series A
2352,21-10-15,MealHopper,Home Made Food Marketplace,,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,100000,
2353,21-10-15,Zenify.in,residential rental management platform,,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,640000,
2354,21-10-15,Stockal,Personalized Stock Intelligence Platform,,Bangalore,"R Natarajan, Mohan Alexander",Seed Funding,0,
2355,23-10-15,Medd,Personal Diagnostic Mobile App,,Mumbai,Group of Angel investors,Seed Funding,150000,Bridge Round
2356,23-10-15,Leaping Caravan,Online food ordering & Delivery service,,Gurgaon,Group of Angel investors,Seed Funding,150000,
2357,23-10-15,Frsh,Online food ordering & Delivery service,,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,1000000,Bridge Round
2358,23-10-15,Qik Stay,Hotel Aggregator & booking platform,,New Delhi,ID Enablers Pvt Ltd,Seed Funding,250000,
2359,26-10-15,Parcelled,Online Logistics Platform,,Bangalore,Delhivery,Private Equity,5000000,
2360,26-10-15,AlmaMapper,Online Student & Campus Social Networking platform,,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,400000,
2361,26-10-15,Flexing It,Professionals & Project Search Marketplace,,New Delhi,undisclosed private investors,Seed Funding,500000,
2362,26-10-15,Netmeds.com,Online Pharmacy,,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,50000000,Series A
2363,26-10-15,Razorpay,Online Payment Gateway,,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,9000000,Series A
2364,27-10-15,Jombay,Psychometric Test Online Software,,Pune,Ventureworks India,Private Equity,0,
2365,27-10-15,Happitoo,Location based Nightlife recommendation\\xc2\\xa0 Platform,,Mumbai,Unnamed investor,Seed Funding,77000,
2366,27-10-15,Care24,Professional Health Services Platform,,Mumbai,India Quotient,Seed Funding,350000,
2367,27-10-15,Roadrunnr,Hyperlocal Logistics Service,,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,10000000,Series B
2368,27-10-15,Simpli5d,Online user engagement platform,,Gurgaon,"Redcliffe Capital, YourNest Angel Fund",Private Equity,0,Bridge Funding
2369,28-10-15,ORIGA Leasing,Asset Financing platform,,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,1100000,
2370,28-10-15,Smartivity.in,Virtual Reality activity based learning platform,,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,200000,
2371,28-10-15,UrDoorStep,Online Grocery Store,,Bangalore,Jupiter Capital,Private Equity,0,Series A
2372,29-10-15,Tavaga,Investment management platform,,Mumbai,Tracxn Syndicate,Seed Funding,0,
2373,29-10-15,Moglix,Industrial Toons Marketplace,,Noida,"Accel Partner, Jungle Ventures",Private Equity,0,pre-Series A
2374,29-10-15,ZopHop,Public Commute helper App,,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,450000,
2375,30-10-15,Niki.ai,Artificial Intelligence Ecommerce Chatbot,,Bangalore,Unilazer Ventures,Seed Funding,0,
2376,30-10-15,Instavans,Truck Aggregator & Logistics service,,Bangalore,Suresh Vaswani,Seed Funding,0,
2377,30-10-15,LiftO,Ridesharing Mobile app,,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,130000,
2378,30-10-15,TinyOwl,Food Discovery & Delivery Mobile app,,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,7500000,Series B
2379,30-10-15,Toppr.com,Competitive exam learning platform,,Mumbai,InnoVen Capital,Private Equity,2000000,Series C
2380,30-10-15,Kleeto,Document Digitization platform,,Gurgaon,GREX,Seed Funding,230000,pre-Series A
2381,30-10-15,BeaconsTalk,proximity marketing & Mobile Advertising platform,,Mumbai,Puneet Bhatia & others,Seed Funding,80000,
2382,31-10-15,Jugnoo,Autorickshaw Aggregator & Booking platform,,Chandigarh,Paytm,Private Equity,10000000,Series B
2383,01-09-15,TOFlo,FinTech Startup Incubation platform,,Mumbai,Tania Johny Palathinkal,Seed Funding,100000,
2384,01-09-15,FXMartIndia,Payment Services platform,,Chandigarh,Flipkart,Private Equity,0,Strategic Investment (Majority Stake)
2385,01-09-15,Stylecracker,Personalized Styling platform,,Mumbai,Group of HNI investors,Private Equity,1000000,Series A
2386,01-09-15,Luxuryhues,Luxury goods\\xc2\\xa0 Shopping Platform,,Gurgaon,Reliance Capital,Private Equity,900000,Series A
2387,02-09-15,HolaChef,Food Delivery Platform,,Mumbai,Ratan Tata,Private Equity,0,Part of Series A raised in June 2015
2388,02-09-15,Zivame,Online Lingerie Marketplace,,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,40000000,Series C
2389,02-09-15,Capillary Tech,Cloud software solutions,,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,45000000,Series D
2390,03-09-15,Jobspire,Job Search Platform,,Bangalore,Purvi Capital,Seed Funding,260000,
2391,03-09-15,MeraDoctor,Doctor consultancy Mobile App,,Mumbai,India Quotient & other investors,Seed Funding,0,
2392,03-09-15,Vistaar Finance,Small Business Financing (NBFC),,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,40000000,
2393,03-09-15,HiJinny,Beauty & Wellness Services Marketplace,,Mumbai,CMYK Health Boutique Pvt Ltd & Other individual investors,Seed Funding,0,
2394,04-09-15,Clapsnslaps,Online Movie Review Platform,,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,150000,
2395,04-09-15,Blubox,ECommerce Brands\\xe2\\x80\\x99 Full Service Agency,,Mumbai,Ashish Jhalani,Seed Funding,100000,
2396,04-09-15,RoomCentral,Cloud-based Hotel Booking Platform,,Bangalore,Karanpal Singh,Seed Funding,2000000,
2397,07-09-15,YouthKiAwaaz,Community Driven News/Views Platform,,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,600000,
2398,07-09-15,Prozo,Study Material Marketplace,,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,205000,
2399,07-09-15,Zomato,Restaurant Ratings & Reviews platform,,Gurgaon,"Temasek, Vy Capital",Private Equity,60000000,Late Stage
2400,07-09-15,Sahayog Dairy,Dairy Based Product Manufacturer,,Bhopal,Acumen Fund,Private Equity,1800000,Series A
2401,08-09-15,MockBank,Government Test Preparation platform,,Bangalore,Blume Ventures,Seed Funding,400000,
2402,08-09-15,ReportBee,Smart Report Cards for Schools,,Chennai,India Educational Investment Fund,Seed Funding,0,
2403,08-09-15,GuruG Learning,Teacher empowerment platform,,Bangalore,India Educational Investment Fund,Seed Funding,0,
2404,10-09-15,OnlineTyari,Multilingual Test Preparation Platform,,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,770000,Series A
2405,10-09-15,IndustryBuying,Industrial Tools Marketplace,,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,9200000,Series B
2406,10-09-15,The/Nudge Foundation,Non Profit Organization to alleviate poverty,,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,315000,
2407,11-09-15,FitMeIn,Gym & Fitness Studios Subscription platform,,New Delhi,Green House Ventures,Seed Funding,100000,
2408,11-09-15,Envoged,pre-used luxury item Marketplace,,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,0,
2409,11-09-15,Zapyle,pre-used apparel shopping mobile app,,Bangalore,,Seed Funding,1000000,
2410,11-09-15,Renomania,Home Design & D\\xc3\\xa9cor platform,,New Delhi,Subodh Gupta,Seed Funding,0,
2411,12-09-15,CredR,Used Vehicles Marketplace,,Mumbai,Eight Road Ventures,Private Equity,15000000,Series A
2412,12-09-15,YatraGenie,Online Bus & Cab ticketing platform,,Hyderabad,Ash Bhardwaj,Private Equity,0,Series A
2413,14-09-15,CanvasFlip,Mobile App testing platform,,Hyderabad,Bessemer Venture Partners,Seed Funding,1200000,
2414,14-09-15,Shadowfax,Hyperlocal Delivery Services,,Gurgaon,Eight Roads Ventures,Private Equity,9000000,Series A
2415,14-09-15,UE Life Sciences,Early Cancer Detection Solutions,,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,3000000,Series A
2416,14-09-15,Ola Cabs,Cab rental Mobile app,,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,225000000,Late Stage
2417,15-09-15,Coverfox,Online Insurance Distribution Platform,,Mumbai,Cataraman Ventures,Private Equity,2000000,Part of $12M Series B funding
2418,15-09-15,MoEngage,Mobile Marketing Automation Platform,,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,4250000,Series A
2419,15-09-15,Mubble,Prepaid Mobile Bill Manager App,,Bangalore,Nandan Nilekani,Seed Funding,0,
2420,15-09-15,Tea Trails,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,1000000,
